お金って偉大やなと思う,"[0,1]"
げーむへた,"[0,1]"
ネタコン,"[0,1]"
金融教育は必要なのかもしれない,"[0,1]"
洗礼された,"[0,1]"
そりゃあ真面目にデータ入力なんてやってられねーよな！,"[0,1]"
アリソンのポジションが悪いとかいいそう,"[0,1]"
最後に和解すろとかになったら、もうギャグ物,"[0,1]"
鎖国国家ジパング,"[0,1]"
うよいわな,"[0,1]"
充実,"[0,1]"
替え玉なんて…どこぞやの殿様の嫡男だったんですかね,"[0,1]"
今日の昼こいつぁ最高だね！,"[0,1]"
参考に、なんねー,"[0,1]"
その論法で貫いたらおもろいな,"[0,1]"
砂上の楼閣がどれだけの成果を出せるかは…ちと厳しかろうな,"[0,1]"
感謝かね,"[0,1]"
巨メンズ2名はギタータイムへ,"[0,1]"
電気使いまくってる,"[0,1]"
賛辞を贈ります,"[0,1]"
情報が跡形もないもんだから忘れちゃった。,"[0,1]"
感動ポルノかよ,"[0,1]"
控えめに言って最高のUX,"[0,1]"
いいもの,"[0,1]"
興味あります,"[0,1]"
良く言ってみたいに言ってる,"[0,1]"
全部そうなるって思って,"[0,1]"
思った,"[0,1]"
6兆円支援へ 4カ国首脳,"[0,1]"
役人の鑑の様な人,"[0,1]"
凄い想像力と推理力,"[0,1]"
器用なものだな,"[0,1]"
でいない,"[0,1]"
見上げた根性,"[0,1]"
Bトレ化されてないと良いですね,"[0,1]"
その割に公式ページの製品アンケフォームが最初の数ヶ月だけ開いててそれ以降未だに閉じたまま,"[0,1]"
ひとりドーナツ化現象。,"[0,1]"
健康的な人,"[0,1]"
うっせー,"[0,1]"
精神疾患,"[0,1]"
やっぱり令和は自助努力だよね,"[0,1]"
霞食って生きてる仙人の集まりなのか,"[0,1]"
引退できないよって言っといた,"[0,1]"
「さぞ幸せな世界だったろうね」,"[0,1]"
あなたはいつもお元気ですね,"[0,1]"
私的好奇心って面白い表現ですね,"[0,1]"
効率良く高齢者を中心に人を減らせるかも,"[0,1]"
ちゃんと遅刻しましたよ！,"[0,1]"
w,"[0,1]"
やる気十分な方々##新しい考え方を学べた,"[0,1]"
ファッションショーできるな,"[0,1]"
流石の佐川クオリティだよね,"[0,1]"
準優勝,"[0,1]"
門出を祝う,"[0,1]"
整理整頓できない奴,"[0,1]"
ラッピングよりマシな方策山盛りありそうなのにね。,"[0,1]"
明日も体温たのしみ,"[0,1]"
楽しみだ__,"[0,1]"
萌え,"[0,1]"
やれるかな,"[0,1]"
ランキング1位という宣伝,"[0,1]"
結束力″の賜物なのかな,"[0,1]"
クリア前に攻略Wikiとか覗ける胆力が羨ましい,"[0,1]"
本当のことだから皮肉もない,"[0,1]"
名前はそれで学ぼうと努力しましたけどね,"[0,1]"
岸田首相,"[0,1]"
適当な仕事,"[0,1]"
せめて一緒にいる時ぐらいやめてほちい,"[0,1]"
考え過ぎかも知れないけどレンタルがあまり無いのは何となく解るような。,"[0,1]"
テクニシャンやな,"[0,1]"
喧嘩は一人では出来ない,"[0,1]"
思いの詰まった味噌汁一杯だけで頑張る,"[0,1]"
お目に書かれるなんて,"[0,1]"
愉快に,"[0,1]"
大活躍,"[0,1]"
よくない,"[0,1]"
ほんとにAIなのか？,"[0,1]"
逆に感心する,"[0,1]"
あーさっぱりした,"[0,1]"
DM送る奴いたら大したもんだと思うよ,"[0,1]"
やるなー,"[0,1]"
充実した一日を__,"[0,1]"
クソッタレめ,"[0,1]"
「変」って思わないんですかね,"[0,1]"
国立の粗忽なるわたくし,"[0,1]"
こちらまで纏めてきて,"[0,1]"
フロアリーダーの脳内って凄いな,"[0,1]"
自民と維新に感謝かね,"[0,1]"
アホパヨ,"[0,1]"
これはなにがいいのかな,"[0,1]"
言っていいですか,"[0,1]"
弁当丸よりまし,"[0,1]"
お似合いじゃないの,"[0,1]"
絡み力　おみそれしました,"[0,1]"
貴重な存在,"[0,1]"
優勝チームどこよ,"[0,1]"
ホンマええ休日になったわ,"[0,1]"
毎日もらえるねっ！,"[0,1]"
ものすごく生産性は高い,"[0,1]"
ありがたいお話,"[0,1]"
アイロンマスクなだけにね！！！！,"[0,1]"
平和だなあ……,"[0,1]"
どうせ横柄な奴だろう,"[0,1]"
国の制度のせいだ！,"[0,1]"
燦然,"[0,1]"
金銭感覚羨ましい,"[0,1]"
神企業,"[0,1]"
高いお給料,"[0,1]"
クソヤロウ,"[0,1]"
言わなアカンやろ,"[0,1]"
分からない,"[0,1]"
噛み合ってない部分がある,"[0,1]"
あれは売る物が無いかｗｗ,"[0,1]"
明るく無邪気,"[0,1]"
流石の佐川クオリティ,"[0,1]"
身近な保守思想がただただ害悪,"[0,1]"
SDGsを考えた人は頭がいい,"[0,1]"
終戦直前まで連戦連勝だったんだから,"[0,1]"
格の違い,"[0,1]"
大層イケメンモテ男なんやろなぁ。,"[0,1]"
どちらかしかいないような分野,"[0,1]"
鬱病になった人っておるんか？？,"[0,1]"
もらえるねっ,"[0,1]"
現実が見えてない感あって好きだよ,"[0,1]"
この気味の悪さこそ占いの醍醐味,"[0,1]"
フェミ,"[0,1]"
個人,"[0,1]"
羨ましい人生,"[0,1]"
過去への郷愁は現在の幸福度低下の現れ,"[0,1]"
一筋足さず,"[0,1]"
平和です,"[0,1]"
ラグガノン__,"[0,1]"
爽快感さえ感じる,"[0,1]"
驚いたわ,"[0,1]"
天才だ,"[0,1]"
ない,"[0,1]"
まるで北朝鮮の観光ツアーみたいですな。,"[0,1]"
西日本はこの夏、節電しなくて良いのですかね？？##,"[0,1]"
ちゃんと火肉に通せてえらいねぇ〜〜〜〜！！！！！,"[0,1]"
ひさやさな,"[0,1]"
国会議員の幸福度を調査,"[0,1]"
今の代表にしては上出来,"[0,1]"
ぷろおご裏垢勉強になる,"[0,1]"
筋トレ,"[0,1]"
寒すぎて冷やし中華が季節外れだねぇ。。,"[0,1]"
当事者なくても物事進むって凄いよね,"[0,1]"
グッドとまでは言えないけど,"[0,1]"
スゲェ,"[0,1]"
実証実験だったの？,"[0,1]"
いやぁwwwすごいすごいwwwwww____,"[0,1]"
パートナーと健全にセックスすればいいじゃない。,"[0,1]"
設計したんじゃないか,"[0,1]"
100万円だけ,"[0,1]"
参議院議員選挙の後が楽しみ,"[0,1]"
KIZUNAなのに実質単番でしか申し込めない,"[0,1]"
九州の良さだからね,"[0,1]"
単位の賠償金と比べたら『ちり紙』『はした金』『ケツを拭く紙にもなりゃしねぇ』,"[0,1]"
思い出深い曲よなw,"[0,1]"
ダメな気がしますね),"[0,1]"
維新の大好きな大好きな住民投票やることになりましたな。,"[0,1]"
豊かだな,"[0,1]"
長期休みぐらいは上履きを洗おう,"[0,1]"
民度ってやつが高いんすかね,"[0,1]"
ついているね,"[0,1]"
あなたは何もつけなくても十分,"[0,1]"
あれは売る物が無い,"[0,1]"
いい性格,"[0,1]"
羨ましいですね。,"[0,1]"
能力者が多い,"[0,1]"
連合艦隊総出でサイパンに突撃すればよかったのに,"[0,1]"
政治で何か変わるんですか？,"[0,1]"
しっかりとdisってくれるフォロワーさんのありがたさよ,"[0,1]"
こんなチーム火曜日の試合開始前まで応援しねえわ,"[0,1]"
みんな喜んで国籍を取得するでしょうね,"[0,1]"
余計な気づかいをしている。,"[0,1]"
できる仕事増える,"[0,1]"
凄いなあ,"[0,1]"
新しい考え方を学べたと前向きに考えます__,"[0,1]"
いいですね,"[0,1]"
説得力,"[0,1]"
ゲームも寝る前にしか見られないンダネ！,"[0,1]"
さなさな,"[0,1]"
意味わかんない,"[0,1]"
ネットでウケる面白さの能力を持ってるなって評価は出来る,"[0,1]"
頑張ってください##応援しています,"[0,1]"
日本は平和です,"[0,1]"
どうするのかな？w,"[0,1]"
可愛い可愛い言うて育てられはったんやねぇ,"[0,1]"
他人のこと気にするくらい余裕ある生活いいっすね！,"[0,1]"
ジャニーズしかいない,"[0,1]"
セルフプロデュースにはクッソ長けてますからね##マジでブレーン雇ってんじゃないかと思う位。,"[0,1]"
平和だね,"[0,1]"
さぞ素晴らしい取り組みですね##,"[0,1]"
よし,"[0,1]"
先輩後輩発言と新茶の警戒っぷり,"[0,1]"
クソ上司→言葉は悪い,"[0,1]"
いい時代になったよな,"[0,1]"
アレギラ,"[0,1]"
なんか友達多そうだね…,"[0,1]"
お持ちで・・・・・・,"[0,1]"
どれだけ理想でお利口でしょうか,"[0,1]"
グラ,"[0,1]"
うー,"[0,1]"
偉大さを感じる,"[0,1]"
しっかり見ないと,"[0,1]"
原作に忠実,"[0,1]"
事実を述べているだけなのに,"[0,1]"
覗ける胆力が羨ましい,"[0,1]"
頭がいい,"[0,1]"
教えてくれてありがとう,"[0,1]"
まともだと思ってない,"[0,1]"
シークレット,"[0,1]"
ギャグ物,"[0,1]"
テレビが伝えたとおりに起こった。,"[0,1]"
便利だね,"[0,1]"
楽しくさえなってきたw,"[0,1]"
仕様仕様,"[0,1]"
炎上意味してていいですわね,"[0,1]"
高齢者しかいない,"[0,1]"
ポチの匂い,"[0,1]"
羨ましい,"[0,1]"
花ちゃんに空が似ていること。,"[0,1]"
平和,"[0,1]"
ジョークとしてそういった使われ方する,"[0,1]"
年金？,"[0,1]"
ほんとにっこりする,"[0,1]"
偉くなったもんだなぁ〜,"[0,1]"
この場でバブバブ言ってやろうか。,"[0,1]"
吐き捨てられるような,"[0,1]"
わしも別にそこまで文句言わんかったですけどね！,"[0,1]"
あぁこれが5000万円稼ぐ手法なんですね,"[0,1]"
今日は何にツッコめるかなぁ、ドキドキしちゃう__w,"[0,1]"
他国には気前のいい騎士田様はおいくら出すのかな,"[0,1]"
一ノ瀬志希ィ…ってなった,"[0,1]"
お前もかよ,"[0,1]"
そんな人がいるんだと驚かれた,"[0,1]"
老けないんだ,"[0,1]"
自己評価は高く見えてない,"[0,1]"
これでお金貰えるんだ,"[0,1]"
お腹くんは元気だね〜,"[0,1]"
一見それっぽいことを律儀にやっている,"[0,1]"
疑惑の説明果たしましたっけ,"[0,1]"
ブランドパワー抜き,"[0,1]"
コスパ良いやろ、羨ましかったら生まれ直せ、,"[0,1]"
見逃したくありませんねぇ,"[0,1]"
頭が下がります。疑ってすいません。,"[0,1]"
しっかりしてる,"[0,1]"
人生で1番の勉強,"[0,1]"
おそい,"[0,1]"
大丈夫,"[0,1]"
しかし、日本に住んでいるはずなのに時差ってあるんですね,"[0,1]"
勝手だな,"[0,1]"
ちむどんどん反省会,"[0,1]"
優秀な相方だわすき,"[0,1]"
笑笑ありがとな、アンチ,"[0,1]"
自助努力だよね,"[0,1]"
少子高齢化は間違いなく国策ですよ,"[0,1]"
ちゃん,"[0,1]"
攻めすぎる,"[0,1]"
雨が永遠に降るんか,"[0,1]"
自分の寂しさとか辛さとかそういうの優先できる人ってっていいよなー,"[0,1]"
気前のいい騎士田様,"[0,1]"
ユンカー次節アウトならいっそ菅澤使えば？,"[0,1]"
元気なばっちゃま達に病気を移すといけない,"[0,1]"
ランク2桁以下の国,"[0,1]"
良い商売だね,"[0,1]"
偉くなった,"[0,1]"
ほんと恵まれてんな,"[0,1]"
ゼレンスキー氏がいつの間にかネオコンになっていた,"[0,1]"
ようつべ,"[0,1]"
強かったわ##,"[0,1]"
えっぐ→状態を皮肉ってる,"[0,1]"
反面教師だからは理由にならない,"[0,1]"
鼻歌まじりに歌ってる,"[0,1]"
あるだけあるわ,"[0,1]"
だけみると,"[0,1]"
ラッピングバスで税金無駄,"[0,1]"
尊敬するわ,"[0,1]"
大昔からテレワークしてるやろ,"[0,1]"
教授,"[0,1]"
こんな質問,"[0,1]"
ホントこのゲーム良くできてんな,"[0,1]"
特に問題はない,"[0,1]"
「理想が高いね！」とか「完璧主義だね！」,"[0,1]"
ゼレンスキー氏がいつの間にかネオコンになっていた。,"[0,1]"
えらーい,"[0,1]"
やったのに〜,"[0,1]"
で磨いていますってか,"[0,1]"
弟が外で立派にクレーマーやってて草です,"[0,1]"
いちいち不愉快な書き方するメディアなんか誰が読むかよ。,"[0,1]"
助かったよ,"[0,1]"
幸せ,"[0,1]"
さやさやさ,"[0,1]"
ツイステの魅力ってバトルなのか…？,"[0,1]"
更に見づらくしてくれてありがとう！,"[0,1]"
原発は最高,"[0,1]"
特になし,"[0,1]"
老害してる,"[0,1]"
健康的だなぁとか言われた。,"[0,1]"
報道の自由,"[0,1]"
おバカなそのおつむに敵う人はいないと思います！,"[0,1]"
欲張りなので倒れないようにだけ気をつける__,"[0,1]"
…カボチャ頭が流行って本当に良かったね。,"[0,1]"
大好き,"[0,1]"
作ってくれないかな,"[0,1]"
反面教師だから先生か,"[0,1]"
ありがたい,"[0,1]"
すごいなあ,"[0,1]"
本当,"[0,1]"
新たな境地が見えたでしょう##,"[0,1]"
文章センスを感じたと,"[0,1]"
何食ったらそんなにデカくなるの,"[0,1]"
いくらだよ,"[0,1]"
素晴らしい見出しですね,"[0,1]"
苦労もありがとう,"[0,1]"
医療費削減できる,"[0,1]"
常識？,"[0,1]"
“常識ある人”は違うわね,"[0,1]"
さぞや倫理的に粛々と説明できる事でしょう,"[0,1]"
悪魔をリストラすれば実装できるかもね,"[0,1]"
うまいね,"[0,1]"
気に食わない事があったら、国に賠償してもらおうぜ,"[0,1]"
イギリス車の似合う天気,"[0,1]"
マジでコロナ様様で仕事にありつけてる…,"[0,1]"
最安値で出品するともれなく活きのいいやつが釣れますよ,"[0,1]"
はまさなさ,"[0,1]"
うるさくできる人,"[0,1]"
番人裕福な暮らししてそう,"[0,1]"
色んなところで遊べる人ほんと凄いと思います,"[0,1]"
面の皮が厚い,"[0,1]"
はいはい,"[0,1]"
明るく無邪気な君,"[0,1]"
先行展開の練習できます,"[0,1]"
よくあな,"[0,1]"
新しい資本主義,"[0,1]"
やるしかないよな,"[0,1]"
肉の色の花って…、ちょっと素敵よね。,"[0,1]"
三ツ俣以下だろww,"[0,1]"
支持率キープ,"[0,1]"
ギタータイム,"[0,1]"
人種にもかかわらずコロナにかかる場合がある！,"[0,1]"
ｳﾚｼｲ,"[0,1]"
レフェリー強かった,"[0,1]"
黄色い猿だから人権がわからないのでしょう,"[0,1]"
よく出ているかも,"[0,1]"
ポジティブ思考が始まったか,"[0,1]"
めずらしいコメントだねえ,"[0,1]"
冗談のつもりで持続可能な戦争とか言ってるけど、ガチのマジなんじゃないかという気がしてきている。,"[0,1]"
重低音,"[0,1]"
これ以上お説教してあげないという見限りです。,"[0,1]"
新鮮だよ,"[0,1]"
素晴らしい住宅に入居してしまったな,"[0,1]"
思う,"[0,1]"
良い商売,"[0,1]"
子供って純粋で可愛いね##,"[0,1]"
公家同士,"[0,1]"
オツムがあさっての人でもトップ,"[0,1]"
早く終わらないかな,"[0,1]"
素敵だね,"[0,1]"
すごく優雅だよね。,"[0,1]"
腕時計素敵,"[0,1]"
積み重ねたもの?…無い、ねえ,"[0,1]"
ゲーム出来て良いね,"[0,1]"
しらそん,"[0,1]"
無縁,"[0,1]"
2年間生き延びてるのホントすごい,"[0,1]"
ナルシストにはハゲが多い＾＾；,"[0,1]"
はやさやさや,"[0,1]"
自信持ってみたいなー!,"[0,1]"
感心していない,"[0,1]"
医療費削減できるよ,"[0,1]"
って言えるなうふふ,"[0,1]"
飽きないよ　可愛いね,"[0,1]"
さすがだわ,"[0,1]"
ブラスタ,"[0,1]"
さすがレジェンドやわ##風格が違う,"[0,1]"
何とも言えないけど皮肉がるような題名,"[0,1]"
？？？？,"[0,1]"
さすがだね,"[0,1]"
さすが小池やで,"[0,1]"
尊敬します,"[0,1]"
巧みな,"[0,1]"
お金持ちなコトで,"[0,1]"
最高に笑える,"[0,1]"
化粧ができるのを尊敬する,"[0,1]"
マジで戦い方をわかってて強いな,"[0,1]"
「じゃあお前はどうなんだよ」って話になるわけ,"[0,1]"
敷居をね、せっかく下げていただいたんでね,"[0,1]"
民度が高いなぁ,"[0,1]"
ＡＩ,"[0,1]"
可愛いおじちゃん,"[0,1]"
サイチェン勢は本当にすごいと思う,"[0,1]"
はやさやさま,"[0,1]"
間違いですかね,"[0,1]"
忠実,"[0,1]"
好きな息子達に,"[0,1]"
えらいねぇ〜〜〜〜！！！！！,"[0,1]"
従順な国民は他にいませんよ,"[0,1]"
なし,"[0,1]"
イケてない,"[0,1]"
感謝してます,"[0,1]"
集中,"[0,1]"
いつもお元気ですね,"[0,1]"
恐れ入るなぁ,"[0,1]"
ビジター,"[0,1]"
しっかり,"[0,1]"
哲学ではなく英語の授業を受けてる気分にしてくれる成城大学教授,"[0,1]"
呑気にゲーム出来て,"[0,1]"
あんちのとこ炎入ってるの炎上意味してていいですわね,"[0,1]"
ジョーカーに呑まれるな』と言われてるらしいです。ﾆﾔﾘ##,"[0,1]"
走れメロス型の思考回路が1番困る。,"[0,1]"
立派なジャーナリズム,"[0,1]"
ほんとに,"[0,1]"
オオカミ,"[0,1]"
やっぱり,"[0,1]"
いいなぁ〜スマホ眺めるだけの人生。,"[0,1]"
素晴らしいですね〜」って言われてて欲しい,"[0,1]"
凄えや,"[0,1]"
人口置換水準を再び上回る日が来るのでは,"[0,1]"
ティーポットを知らない元国連職員,"[0,1]"
雨が永遠に降るんか？？,"[0,1]"
無謀,"[0,1]"
最安値で出品するともれなく活きのいいやつが釣れますよ__,"[0,1]"
とことん客商売がお上手だ,"[0,1]"
平和だなあ……##,"[0,1]"
幸せそうじゃん,"[0,1]"
リフレ派を推していた人,"[0,1]"
御社にお祈りしたいですね,"[0,1]"
楽なお仕事なんだろうなって思う。,"[0,1]"
ちみは,"[0,1]"
野次もー。,"[0,1]"
すごく大切に育てられたんだろうなぁ##,"[0,1]"
酒飲みながら仕事してるの、良いなぁ,"[0,1]"
社畜の鑑,"[0,1]"
安倍スガより危険な岸田文雄,"[0,1]"
そこそんな間違え方する！？,"[0,1]"
いやぁwwwすごいすごいwwwwww__,"[0,1]"
上手い,"[0,1]"
チョロい職業,"[0,1]"
可哀想,"[0,1]"
お前を世話になったいい恩師だと思った事なぞ一度もねぇわ 都合の良い記憶だけを抱いて生きて行ける人間は幸せでいいなぁと思った,"[0,1]"
パワハラに耐えて飲むハインは格別だ,"[0,1]"
神経の図太さ,"[0,1]"
そんな君の趣味が好き,"[0,1]"
教育レベルの高さもマイナス,"[0,1]"
私も母親だから分かるよ。ってなるかよ!!!www,"[0,1]"
極稀にとは言え攻め譲る,"[0,1]"
出番ですよ,"[0,1]"
セリフ集です,"[0,1]"
10年はかからない,"[0,1]"
絡み力,"[0,1]"
調子良いですね！,"[0,1]"
無様なツイート,"[0,1]"
囮作戦,"[0,1]"
爽快な無視を極めてました____あの強さほしい。,"[0,1]"
ズタボロ,"[0,1]"
なんという心の広い自治体なんだ,"[0,1]"
私は英国のような感じは好きではありませんが、何が正義で何が悪かなどはわかりません。・・__,"[0,1]"
人気者は大変だねぇ,"[0,1]"
ありがとう！,"[0,1]"
ホントにこのゲーム良くできてんな,"[0,1]"
国民の声を聞くのが得意なんじゃないんですか,"[0,1]"
かなりもえってる,"[0,1]"
無理やり,"[0,1]"
ただただ,"[0,1]"
スッキリした,"[0,1]"
本当は良くない,"[0,1]"
ここまでメンタル強いの逆にすげぇわ,"[0,1]"
最高,"[0,1]"
働け,"[0,1]"
良いですよ,"[0,1]"
使い手,"[0,1]"
用意周到だぁ…,"[0,1]"
私は仏様です,"[0,1]"
まじわからん,"[0,1]"
サッカーのこと知れたらいいなー,"[0,1]"
いい仕事,"[0,1]"
自己肯定感が相当低いんだなあ,"[0,1]"
公明は比例で宜しいのでは？,"[0,1]"
めんへらだな,"[0,1]"
神様,"[0,1]"
日本はオツムがあさっての人でもトップになれ,"[0,1]"
無観客か,"[0,1]"
私の足りない脳みそではとても,"[0,1]"
まだまだだとは思ってない,"[0,1]"
立派な,"[0,1]"
梯子は外されるのが嫌なら外す側にまわれ,"[0,1]"
ai引いて悲しい,"[0,1]"
とっても優秀なようつべくん,"[0,1]"
ついでに韓国人も,"[0,1]"
一度でいいからプレイして見たい,"[0,1]"
最高のオトモだぜ,"[0,1]"
迷うわ,"[0,1]"
柴崎のアレを死ぬほど叩きまくってた人と同一人物とは思えませんな,"[0,1]"
当人と同じくらい若しくは当人よりダメージくらう人本当うらやましいわ,"[0,1]"
霞食って生きてる仙人の集まりなのか？,"[0,1]"
好きだ,"[0,1]"
キッパリ,"[0,1]"
最高だよな,"[0,1]"
時系列で質の良い地獄が摂れるよ！！！,"[0,1]"
社畜の鑑##,"[0,1]"
結束力,"[0,1]"
真実である,"[0,1]"
超能力者,"[0,1]"
この場でバブバブ言ってやろうか,"[0,1]"
貴方に神の御加護があらんことを,"[0,1]"
沢山売れるといいね,"[0,1]"
ダビド流帆とまだまだツートップ組まないとだから引退できないよ,"[0,1]"
ブルパップ作る奴多分変態だと思う,"[0,1]"
日本も銃規制撤廃したらいい社会になるんじゃない？##,"[0,1]"
一人もブッ殺されないのはやっぱ民度ってやつが高いんすかね？,"[0,1]"
今日,"[0,1]"
相当なボリュームの声だったんでしょうね,"[0,1]"
大成功じゃん,"[0,1]"
ホンマに忙しい方やで,"[0,1]"
無し,"[0,1]"
嫌味言ったら顔を真っ赤にしてキレそうよね,"[0,1]"
製作だね,"[0,1]"
いきなり,"[0,1]"
勇気あるなぁ,"[0,1]"
想像がつくから良い社会勉強になりました,"[0,1]"
男だからDVや妊娠の危険性がなくて安全ですね,"[0,1]"
市販車のまんま,"[0,1]"
教育の賜物よね。##大成功じゃん,"[0,1]"
得意だよね,"[0,1]"
人をイラつかせるの得意だよね笑笑,"[0,1]"
綺麗すぎる,"[0,1]"
うらやましいわぁ,"[0,1]"
素晴らしい記事,"[0,1]"
今回ジャが自分で言っていた通り自分以外は馬鹿か無能,"[0,1]"
無能ほ帰って,"[0,1]"
今日もお腹くんは元気だね〜〜〜,"[0,1]"
ガハハ,"[0,1]"
無謀だと思うんですけど,"[0,1]"
当然だから,"[0,1]"
質の良い地獄が摂れるよ！！！,"[0,1]"
原発を再稼働させられる力が無いのですね、今の政府には。##,"[0,1]"
楽でいいね,"[0,1]"
嫌味的に希望感をだしてる,"[0,1]"
人権がない,"[0,1]"
理解できない,"[0,1]"
社会貢献してる,"[0,1]"
お元気ですね,"[0,1]"
よく教育された親御さんですね！,"[0,1]"
ふれーむ大好きだね,"[0,1]"
お姫様ですな,"[0,1]"
ゴミみたいな手札,"[0,1]"
年だよね##,"[0,1]"
素敵な奥様ですなぁ,"[0,1]"
外で立って待つんだゾ,"[0,1]"
岸田政府と無駄で議論にすら体をなしていない国会を休止したら、エコにも節電にも節税にもなる,"[0,1]"
パートナーと健全にセックス,"[0,1]"
洗脳教育ができないためです,"[0,1]"
考えてない,"[0,1]"
汎用性もっと高かったら…,"[0,1]"
それが平和と言っておられるのだから,"[0,1]"
羨ましいねえ,"[0,1]"
ぴったり,"[0,1]"
何がありましたっけ,"[0,1]"
ゆいたそ,"[0,1]"
そのシステム感心するわ,"[0,1]"
ちょっと元気になりました,"[0,1]"
リムられて,"[0,1]"
謎に誇らしいです,"[0,1]"
私は良いですね,"[0,1]"
マナー講師,"[0,1]"
うっせーよ,"[0,1]"
誘うなよ,"[0,1]"
良質な,"[0,1]"
祝ってくれる奴いんのかよ、,"[0,1]"
平和な世の中,"[0,1]"
銃規制撤廃したらいい社会になるんじゃない,"[0,1]"
いつも,"[0,1]"
概ね妥当,"[0,1]"
ありがとうございます,"[0,1]"
絶叫演技からでしか得られない栄養がある,"[0,1]"
推進しただけのことはある,"[0,1]"
担ってさすがだね,"[0,1]"
よくないです,"[0,1]"
助かります,"[0,1]"
バイト,"[0,1]"
普通は,"[0,1]"
大人の事情,"[0,1]"
脳科学学ぼうぜ！,"[0,1]"
検討,"[0,1]"
た,"[0,1]"
しごとおそい,"[0,1]"
あ＝,"[0,1]"
五輪の札幌誘致へ危機感→今ごろ感満載,"[0,1]"
草不可,"[0,1]"
バカも納得すんじゃない？,"[0,1]"
イタかった,"[0,1]"
人におごってマラ梅氏は最高だな,"[0,1]"
絶対終演まで行かない,"[0,1]"
味噌汁一杯##,"[0,1]"
クッションの使い方、上手いですね,"[0,1]"
プロボクサー,"[0,1]"
こんな良質なク◯ゲーに出会った。,"[0,1]"
やる気も興味もないのが丸見えですね。いや、これでお金貰えるんだ,"[0,1]"
パワハラに耐えて,"[0,1]"
これが「薬学的知見に基づく指導」かぁ,"[0,1]"
癇癪起こしやすいか分かるよな、w,"[0,1]"
みんな長期休みぐらいは上履きを洗おうね！！,"[0,1]"
「奴隷」も活躍できる国,"[0,1]"
いいですわね,"[0,1]"
かあ,"[0,1]"
あっさり割愛,"[0,1]"
うーんいい国だよこの国は,"[0,1]"
取り,"[0,1]"
優しいおじさんマッチョな愛国者,"[0,1]"
仲良くするといいですよ,"[0,1]"
教育レベルの高さもマイナス要因,"[0,1]"
アイドルみてえなこと,"[0,1]"
いいご趣味ですね,"[0,1]"
特に問題なし,"[0,1]"
Sincerity is Scaryとかチルなミュージックしてる,"[0,1]"
参議院議員選挙の後が楽しみですね,"[0,1]"
みたいな,"[0,1]"
コピー機でいいじゃん。AIでいいじゃん。,"[0,1]"
なんでガデテル民ってみんな絵心あるの,"[0,1]"
さすが自由の都,"[0,1]"
日本人は芽を摘むのが本当にお上手。,"[0,1]"
共産趣味ですき,"[0,1]"
忠実な,"[0,1]"
旨い,"[0,1]"
骨は太い,"[0,1]"
